dTAlk_dK0,dTCO2_dK0,dHin_dK0,dpCO2in_dK0,dfCO2in_dK0,dHCO3in_dK0,dCO3in_dK0,dCO2in_dK0,dRFin_dK0,dOmegaCAin_dK0,dOmegaARin_dK0,dxCO2in_dK0,dHout_dK0,dpCO2out_dK0,dfCO2out_dK0,dHCO3out_dK0,dCO3out_dK0,dCO2out_dK0,dRFout_dK0,dOmegaCAout_dK0,dOmegaARout_dK0,dxCO2out_dK0
0,0,0,-27440.1804826475,-27351.5853681742,0,0,0,2.31971304909915e-07,0,0,-28256.9319536124,0,-11882.6076852698,-11838.0252919867,0,0,0,-2.09505615470441e-08,0,0,-12046.1985960782
60845.7880669094,56514.2152617568,0,0,0,51372.6424565996,4736.57280515404,404.999999999976,100.363643574366,115.56239750854,75.6657983576113,0,-8.55125628132339,2090.61576850273,2082.77198060107,51613.5360990822,4567.80448618212,332.874676491927,105.522119613213,82.3516221705048,53.4142640252722,2119.3978125437
59900.5802272359,55636.2961647143,0,0,0,50574.5950331502,4662.99259704365,398.708534522572,100.932929022586,113.767195448265,74.4903693250466,0,-8.60075804253637,2057.70738397938,2049.98706514997,50813.4117761288,4495.03271491798,327.851673670691,106.09638830145,81.0396410141356,52.5632970857569,2086.03636984146
-8750.37239362588,0,198.632341216956,0,0,5597.76723960848,-6002.7672396083,404.999999999976,133.579216730752,-146.454874110671,-95.8929999018698,0,156.671772142285,2617.68748682431,2607.8661768786,5507.67416578591,-5858.51754675894,350.843380978539,140.458265657059,-105.621513562898,-68.5073986826477,2653.72586253467
-8821.91271936041,0,195.565969331803,0,0,5664.61250264852,-6063.32103716516,398.708534522572,131.810171880275,-147.932259197266,-96.8603346445629,0,154.168093461817,2574.5742797976,2564.91472643001,5574.50196216076,-5919.70409158319,345.202129416551,138.438611002744,-106.724628032126,-69.2228921478159,2610.01910491764
0,0,0,-17447.8517002014,-17391.5184548836,0,0,-2.61228946970625e-11,-1.90618762604465e-07,0,0,-17967.1835081796,0,-7439.85403612408,-7411.94042428152,0,0,0,1.63842795539976e-07,0,0,-7542.28041678824
0,6701.94611655006,189.768701987496,0,0,10544.4113600751,-4247.46524341197,404.999999999976,132.69325778627,-103.629203446159,-67.852403385249,0,149.677432152381,2578.13825531001,2568.46533025122,10484.2591400577,-4132.46791178444,350.154888272947,139.760604542114,-74.5030653418988,-48.323594581107,2613.63214659587
0,6732.22220406026,186.997924886026,0,0,10604.7658624073,-4271.25219275293,398.708534522572,131.131859680428,-104.209554896115,-68.2323951190337,0,147.41894929928,2535.65257351925,2526.13905062472,10544.3871794932,-4156.71204142937,344.547065994457,137.959399871131,-74.9401557231472,-48.6070967200024,2570.56155351583
0,0,0,-16744.5636324556,-16690.5010677901,0,0,-2.61228946970625e-11,-4.15876483577235e-08,0,0,-17242.9622120911,0,-7151.7964306781,-7124.96358307432,0,0,0,-5.25070183410956e-09,0,0,-7250.25704832911
0,0,0,-27440.1804820674,-27351.5853675974,0,0,0,2.94143794288924e-08,0,0,-28256.9319530139,0,-11882.6076856317,-11838.025292347,0,0,0,1.45452277673244e-07,0,0,-12046.198596446
60845.7880669094,56514.2152617568,0,0,0,51372.6424565996,4736.57280515404,404.999999999976,100.363643574366,115.56239750854,75.6657983576113,0,-8.55125628132339,2090.61576850273,2082.77198060107,51613.5360990822,4567.80448618212,332.874676491927,105.522119613213,82.3516221705048,53.4142640252722,2119.3978125437
59900.5802272359,55636.2961647143,0,0,0,50574.5950331502,4662.99259704365,398.708534522572,100.932929022586,113.767195448265,74.4903693250466,0,-8.60075804253637,2057.70738397938,2049.98706514997,50813.4117761288,4495.03271491798,327.851673670691,106.09638830145,81.0396410141356,52.5632970857569,2086.03636984146
-8750.37239362588,0,198.632341216956,0,0,5597.76723960848,-6002.7672396083,404.999999999976,133.579216730752,-146.454874110671,-95.8929999018698,0,156.671772142285,2617.68748682431,2607.8661768786,5507.67416578591,-5858.51754675894,350.843380978539,140.458265657059,-105.621513562898,-68.5073986826477,2653.72586253467
-8821.91271936041,0,195.565969331803,0,0,5664.61250264852,-6063.32103716516,398.708534522572,131.810171880275,-147.932259197266,-96.8603346445629,0,154.168093461817,2574.5742797976,2564.91472643001,5574.50196216076,-5919.70409158319,345.202129416551,138.438611002744,-106.724628032126,-69.2228921478159,2610.01910491764
0,0,0,-17447.8517002014,-17391.5184548836,0,0,-2.61228946970625e-11,-1.90618762604465e-07,0,0,-17967.1835081796,0,-7439.85403612408,-7411.94042428152,0,0,0,1.63842795539976e-07,0,0,-7542.28041678824
0,6701.94611655006,189.768701987496,0,0,10544.4113600751,-4247.46524341197,404.999999999976,132.69325778627,-103.629203446159,-67.852403385249,0,149.677432152381,2578.13825531001,2568.46533025122,10484.2591400577,-4132.46791178444,350.154888272947,139.760604542114,-74.5030653418988,-48.323594581107,2613.63214659587
0,6732.22220406026,186.997924886026,0,0,10604.7658624073,-4271.25219275293,398.708534522572,131.131859680428,-104.209554896115,-68.2323951190337,0,147.41894929928,2535.65257351925,2526.13905062472,10544.3871794932,-4156.71204142937,344.547065994457,137.959399871131,-74.9401557231472,-48.6070967200024,2570.56155351583
0,0,0,-16744.5636324556,-16690.5010677901,0,0,-2.61228946970625e-11,-4.15876483577235e-08,0,0,-17242.9622120911,0,-7151.7964306781,-7124.96358307432,0,0,0,-5.25070183410956e-09,0,0,-7250.25704832911
0,0,0,-27440.1804820674,-27351.5853675974,0,0,0,2.94143794288924e-08,0,0,-28256.9319530139,0,-11882.6076856317,-11838.025292347,0,0,0,1.45452277673244e-07,0,0,-12046.198596446
86734.8397589199,78533.3904498737,0,0,0,69521.9411408228,8606.4493090544,404.999999999976,74.9774076450931,209.979231208638,137.486297536737,0,-4.97791466875655,2176.66831146262,2168.50166275402,69739.5145274145,8463.30983064631,330.56609182123,76.8971143086089,152.582558118172,98.9669035067802,2206.63506295605
85387.4588946556,77313.4148576727,0,0,0,68441.9537516539,8472.75257149583,398.708534522572,75.5619189252808,206.717312482412,135.350519031626,0,-5.01782594656863,2142.1073034121,2134.0703242588,68657.586128796,8330.32826368405,325.500465187723,77.5005313500668,150.185072019268,97.4118648553391,2171.59824463455
-8741.01560361851,0,268.770168246642,0,0,5567.24703005784,-5972.24703006142,404.999999999976,133.738822939525,-145.710245297212,-95.4054456899125,0,208.164884600835,2597.76594104262,2588.01937480764,5542.06968943096,-5891.2207698578,349.151080428153,140.800976996993,-106.211110486443,-68.889818420263,2633.53005171751
-8812.47645854193,0,264.620205987106,0,0,5633.97125035729,-6032.67978488062,398.708534522572,131.969976011275,-147.184677196034,-96.3708467992019,0,204.839541874139,2554.87386106356,2545.28822175903,5608.78161323163,-5952.31919534539,343.537582122198,138.772731166672,-107.31263627771,-69.6042814495835,2590.04746546054
0,0,0,-12555.8267787979,-12515.2882367341,0,0,0,-1.39365643208828e-07,0,0,-12929.5484457259,0,-5291.42404082789,-5271.57113026575,0,0,0,-1.38137867158067e-07,0,0,-5364.27243414671
0,6700.70131836637,256.763704598301,0,0,10522.8758506776,-4227.17453220024,404.999999999976,132.882565645802,-103.134152840748,-67.5282633527413,0,198.988832008849,2568.63537246358,2558.99810130115,10516.7688314509,-4164.75700912353,348.68949603807,140.122636849881,-75.0851961122254,-48.7011716809152,2603.99843512172
0,6731.02185958682,253.013831983317,0,0,10583.2897067444,-4250.97638155675,398.708534522572,131.319923984532,-103.714867819688,-67.9084931112631,0,195.984965266444,2526.24824565117,2516.77000688405,10576.9051449977,-4188.98516431199,343.101878900226,138.312359404392,-75.5219984946464,-48.9844870202675,2561.02775385238
0,0,0,-11621.8644459958,-11584.3413542055,0,0,0,-6.71619622661477e-08,0,0,-11967.7869113233,0,-4908.71126913357,-4890.29425982783,0,0,0,-8.57092175010621e-08,0,0,-4976.29075746468
0,0,0,-27414.7843419043,-27326.2712230295,0,0,0,1.08331644308718e-07,0,0,-28230.7799018276,0,-11822.658125597,-11778.3006572568,0,0,0,3.09138335845038e-07,0,0,-11985.4236954261
86734.8397589199,78533.3904498737,0,0,0,69521.9411408228,8606.4493090544,404.999999999976,74.9774076450931,209.979231208638,137.486297536737,0,-4.97791466875655,2176.66831146262,2168.50166275402,69739.5145274145,8463.30983064631,330.56609182123,76.8971143086089,152.582558118172,98.9669035067802,2206.63506295605
85387.4588946556,77313.4148576727,0,0,0,68441.9537516539,8472.75257149583,398.708534522572,75.5619189252808,206.717312482412,135.350519031626,0,-5.01782594656863,2142.1073034121,2134.0703242588,68657.586128796,8330.32826368405,325.500465187723,77.5005313500668,150.185072019268,97.4118648553391,2171.59824463455
-8741.01560361851,0,268.770168246642,0,0,5567.24703005784,-5972.24703006142,404.999999999976,133.738822939525,-145.710245297212,-95.4054456899125,0,208.164884600835,2597.76594104262,2588.01937480764,5542.06968943096,-5891.2207698578,349.151080428153,140.800976996993,-106.211110486443,-68.889818420263,2633.53005171751
-8812.47645854193,0,264.620205987106,0,0,5633.97125035729,-6032.67978488062,398.708534522572,131.969976011275,-147.184677196034,-96.3708467992019,0,204.839541874139,2554.87386106356,2545.28822175903,5608.78161323163,-5952.31919534539,343.537582122198,138.772731166672,-107.31263627771,-69.6042814495835,2590.04746546054
0,0,0,-12555.8267787979,-12515.2882367341,0,0,0,-1.39365643208828e-07,0,0,-12929.5484457259,0,-5291.42404082789,-5271.57113026575,0,0,0,-1.38137867158067e-07,0,0,-5364.27243414671
0,6700.70131836637,256.763704598301,0,0,10522.8758506776,-4227.17453220024,404.999999999976,132.882565645802,-103.134152840748,-67.5282633527413,0,198.988832008849,2568.63537246358,2558.99810130115,10516.7688314509,-4164.75700912353,348.68949603807,140.122636849881,-75.0851961122254,-48.7011716809152,2603.99843512172
0,6731.02185958682,253.013831983317,0,0,10583.2897067444,-4250.97638155675,398.708534522572,131.319923984532,-103.714867819688,-67.9084931112631,0,195.984965266444,2526.24824565117,2516.77000688405,10576.9051449977,-4188.98516431199,343.101878900226,138.312359404392,-75.5219984946464,-48.9844870202675,2561.02775385238
0,0,0,-11621.8644459958,-11584.3413542055,0,0,0,-6.71619622661477e-08,0,0,-11967.7869113233,0,-4908.71126913357,-4890.29425982783,0,0,0,-8.57092175010621e-08,0,0,-4976.29075746468
0,0,0,-27414.7843419043,-27326.2712230295,0,0,0,1.08331644308718e-07,0,0,-28230.7799018276,0,-11822.658125597,-11778.3006572568,0,0,0,3.09138335845038e-07,0,0,-11985.4236954261
88916.4240441607,80351.2042317807,0,0,0,70975.9844193861,8970.21981238143,404.999999999976,73.2851351399072,218.854465103848,143.297458197725,0,-4.88613086835343,2176.859218627,2168.69185365328,71193.8755346851,8827.02079227722,330.307904814031,75.0564600671917,159.139797549531,103.220008776984,2206.82859838833
87535.1533966295,79102.9898429087,0,0,0,69873.4092201355,8830.87208824871,398.708534522572,73.8673596170081,215.454674210593,141.071406318125,0,-4.9260746158787,2142.27098369398,2134.23339042778,70089.3659188817,8688.37992232961,325.244001679254,75.6575780374155,156.640281518595,101.598792270347,2171.76417834462
-8741.01560359176,0,274.391464921736,0,0,5567.24703004781,-5972.2470300493,404.999999999976,133.738822728008,-145.710245296925,-95.4054456897165,0,211.723514934657,2597.76594111325,2588.01937487827,5542.06968944768,-5891.2207698879,349.151080431888,140.800984440503,-106.211110486985,-68.8898184206157,2633.53005178899
-8812.47645852187,0,270.154706686278,0,0,5633.97125034726,-6032.6797848685,398.708534522572,131.969982515719,-147.184677195747,-96.370846799019,0,208.341324649236,2554.87386113211,2545.28822182757,5608.78161324835,-5952.31919537758,343.537582125829,138.772723947663,-107.312636278278,-69.6042814499492,2590.04746553034
0,0,0,-12271.7718579069,-12232.1504336519,0,0,0,-1.15907283770866e-07,0,0,-12637.0386870588,0,-5169.15865782738,-5149.76447514215,0,0,0,-5.90116191206642e-08,0,0,-5240.32379222749
0,6700.70131836971,262.133887489668,0,0,10522.8758507043,-4227.17453220944,404.999999999976,132.882559205856,-103.134152840983,-67.5282633528915,0,202.390595449614,2568.63537259942,2558.99810143698,10516.7688315278,-4164.75700918999,348.689496044653,140.122637332397,-75.0851961134335,-48.7011716816989,2603.99843525881
0,6731.0218596002,258.305586726368,0,0,10583.2897067511,-4250.97638155675,398.708534522572,131.31993088445,-103.714867819688,-67.9084931112631,0,199.335376859298,2526.24824575274,2516.77000698519,10576.9051450479,-4188.98516436047,343.10187890532,138.31235989127,-75.521998495515,-48.9844870208357,2561.02775395478
0,0,0,-11327.9020104115,-11291.3280244656,0,0,0,8.03279011934672e-08,0,0,-11665.0747427764,0,-4782.56510932674,-4764.6213881963,0,0,0,-1.0974228062236e-07,0,0,-4848.40791108814
0,0,0,-27414.7843424176,-27326.2712235427,0,0,0,-9.82482069556521e-08,0,0,-28230.7799023593,0,-11822.6581254733,-11778.3006571323,0,0,-5.2245789394125e-11,-9.45910016980633e-08,0,0,-11985.4236952991
88916.4240441607,80351.2042317807,0,0,0,70975.9844193861,8970.21981238143,404.999999999976,73.2851351399072,218.854465103848,143.297458197725,0,-4.88613086835343,2176.859218627,2168.69185365328,71193.8755346851,8827.02079227722,330.307904814031,75.0564600671917,159.139797549531,103.220008776984,2206.82859838833
87535.1533966295,79102.9898429087,0,0,0,69873.4092201355,8830.87208824871,398.708534522572,73.8673596170081,215.454674210593,141.071406318125,0,-4.9260746158787,2142.27098369398,2134.23339042778,70089.3659188817,8688.37992232961,325.244001679254,75.6575780374155,156.640281518595,101.598792270347,2171.76417834462
-8741.01560359176,0,274.391464921736,0,0,5567.24703004781,-5972.2470300493,404.999999999976,133.738822728008,-145.710245296925,-95.4054456897165,0,211.723514934657,2597.76594111325,2588.01937487827,5542.06968944768,-5891.2207698879,349.151080431888,140.800984440503,-106.211110486985,-68.8898184206157,2633.53005178899
-8812.47645852187,0,270.154706686278,0,0,5633.97125034726,-6032.6797848685,398.708534522572,131.969982515719,-147.184677195747,-96.370846799019,0,208.341324649236,2554.87386113211,2545.28822182757,5608.78161324835,-5952.31919537758,343.537582125829,138.772723947663,-107.312636278278,-69.6042814499492,2590.04746553034
0,0,0,-12271.7718579069,-12232.1504336519,0,0,0,-1.15907283770866e-07,0,0,-12637.0386870588,0,-5169.15865782738,-5149.76447514215,0,0,0,-5.90116191206642e-08,0,0,-5240.32379222749
0,6700.70131836971,262.133887489668,0,0,10522.8758507043,-4227.17453220944,404.999999999976,132.882559205856,-103.134152840983,-67.5282633528915,0,202.390595449614,2568.63537259942,2558.99810143698,10516.7688315278,-4164.75700918999,348.689496044653,140.122637332397,-75.0851961134335,-48.7011716816989,2603.99843525881
0,6731.0218596002,258.305586726368,0,0,10583.2897067511,-4250.97638155675,398.708534522572,131.31993088445,-103.714867819688,-67.9084931112631,0,199.335376859298,2526.24824575274,2516.77000698519,10576.9051450479,-4188.98516436047,343.10187890532,138.31235989127,-75.521998495515,-48.9844870208357,2561.02775395478
0,0,0,-11327.9020104115,-11291.3280244656,0,0,0,8.03279011934672e-08,0,0,-11665.0747427764,0,-4782.56510932674,-4764.6213881963,0,0,0,-1.0974228062236e-07,0,0,-4848.40791108814
0,0,0,-27414.7843424176,-27326.2712235427,0,0,0,-9.82482069556521e-08,0,0,-28230.7799023593,0,-11822.6581254733,-11778.3006571323,0,0,-5.2245789394125e-11,-9.45910016980633e-08,0,0,-11985.4236952991
62089.0017811562,57616.9038868503,0,0,0,52334.8059925498,4877.09789430322,404.999999999976,99.7293522031222,118.990913627724,77.9106584066638,0,-6.32194523171837,2186.72810794499,2178.52371585327,52541.3563533983,4740.63812598966,334.909407468106,104.127786166602,85.467589731472,55.435318494008,2216.83335523897
61124.4812595828,56721.8550924789,0,0,0,51521.8118563258,4801.33470163141,398.708534522572,100.298249952946,117.142451343239,76.7003566345926,0,-6.35844044663384,2152.46659823683,2144.3907520126,51726.3176514675,4665.72918207763,329.808258932369,104.704278242509,84.1170781093372,54.5593602256399,2182.10015852972
-8741.01560361851,0,202.325113208207,0,0,5567.24703006453,-5972.247030061,404.999999999976,133.738809369125,-145.710245297212,-95.4054456899125,0,171.678065302089,2597.76594003532,2588.01937380493,5542.06968896952,-5891.2207693529,349.151080378023,140.800983467216,-106.211110477346,-68.8898184143592,2633.53005069642
-8812.47645853524,0,199.20109989434,0,0,5633.97125036063,-6032.6797848802,398.708534522572,131.969968302173,-147.184677196008,-96.3708467991888,0,168.935583510505,2554.87386009012,2545.28822078935,5608.78161276017,-5952.31919483882,343.537582074002,138.772724182743,-107.312636268567,-69.6042814436536,2590.04746447372
0,0,0,-17113.9297727085,-17058.6746489965,0,0,-5.2245789394125e-11,7.23342954161661e-08,0,0,-17623.3224614581,0,-7265.70425783196,-7238.4440390908,0,0,0,-1.9466781128251e-07,0,0,-7365.73307378558
0,6700.70131837305,193.286873836208,0,0,10522.8758506909,-4227.17453220442,404.999999999976,132.882559366146,-103.134152840853,-67.5282633528,0,164.110377022908,2568.63537130414,2558.9981001463,10516.7688309594,-4164.7570085668,348.689495980339,140.122637233704,-75.0851961021942,-48.7011716744106,2603.9984339464
0,6731.02185962026,190.464040460401,0,0,10583.2897067711,-4250.97638155968,398.708534522572,131.319930831473,-103.714867819754,-67.9084931113154,0,161.633023402611,2526.24824456154,2516.77000579817,10576.905144543,-4188.98516377114,343.101878846021,138.312365735171,-75.5219984848895,-48.9844870139458,2561.02775274685
0,0,0,-16393.3254585699,-16340.3969238449,0,0,0,-2.86933875352534e-07,0,0,-16881.2695043737,0,-6968.13983954899,-6941.99605368925,0,0,-2.61228946970625e-11,1.74579305260469e-07,0,0,-7064.07200975768
0,0,0,-27414.7843357435,-27326.2712168887,0,0,0,2.12405256781815e-07,0,0,-28230.7798954879,0,-11822.6581268944,-11778.3006585483,0,0,-1.0449157878825e-10,1.59375780546778e-07,0,0,-11985.4236967419
62089.0017811562,57616.9038868503,0,0,0,52334.8059925498,4877.09789430322,404.999999999976,99.7293522031222,118.990913627724,77.9106584066638,0,-6.32194523171837,2186.72810794499,2178.52371585327,52541.3563533983,4740.63812598966,334.909407468106,104.127786166602,85.467589731472,55.435318494008,2216.83335523897
61124.4812595828,56721.8550924789,0,0,0,51521.8118563258,4801.33470163141,398.708534522572,100.298249952946,117.142451343239,76.7003566345926,0,-6.35844044663384,2152.46659823683,2144.3907520126,51726.3176514675,4665.72918207763,329.808258932369,104.704278242509,84.1170781093372,54.5593602256399,2182.10015852972
-8741.01560361851,0,202.325113208207,0,0,5567.24703006453,-5972.247030061,404.999999999976,133.738809369125,-145.710245297212,-95.4054456899125,0,171.678065302089,2597.76594003532,2588.01937380493,5542.06968896952,-5891.2207693529,349.151080378023,140.800983467216,-106.211110477346,-68.8898184143592,2633.53005069642
-8812.47645853524,0,199.20109989434,0,0,5633.97125036063,-6032.6797848802,398.708534522572,131.969968302173,-147.184677196008,-96.3708467991888,0,168.935583510505,2554.87386009012,2545.28822078935,5608.78161276017,-5952.31919483882,343.537582074002,138.772724182743,-107.312636268567,-69.6042814436536,2590.04746447372
0,0,0,-17113.9297727085,-17058.6746489965,0,0,-5.2245789394125e-11,7.23342954161661e-08,0,0,-17623.3224614581,0,-7265.70425783196,-7238.4440390908,0,0,0,-1.9466781128251e-07,0,0,-7365.73307378558
0,6700.70131837305,193.286873836208,0,0,10522.8758506909,-4227.17453220442,404.999999999976,132.882559366146,-103.134152840853,-67.5282633528,0,164.110377022908,2568.63537130414,2558.9981001463,10516.7688309594,-4164.7570085668,348.689495980339,140.122637233704,-75.0851961021942,-48.7011716744106,2603.9984339464
0,6731.02185962026,190.464040460401,0,0,10583.2897067711,-4250.97638155968,398.708534522572,131.319930831473,-103.714867819754,-67.9084931113154,0,161.633023402611,2526.24824456154,2516.77000579817,10576.905144543,-4188.98516377114,343.101878846021,138.312365735171,-75.5219984848895,-48.9844870139458,2561.02775274685
0,0,0,-16393.3254585699,-16340.3969238449,0,0,0,-2.86933875352534e-07,0,0,-16881.2695043737,0,-6968.13983954899,-6941.99605368925,0,0,-2.61228946970625e-11,1.74579305260469e-07,0,0,-7064.07200975768
0,0,0,-27414.7843357435,-27326.2712168887,0,0,0,2.12405256781815e-07,0,0,-28230.7798954879,0,-11822.6581268944,-11778.3006585483,0,0,-1.0449157878825e-10,1.59375780546778e-07,0,0,-11985.4236967419
59856.4704333472,55684.024696294,0,0,0,50701.5789592361,4577.44573705387,404.999999999976,102.603400512164,111.680032293298,73.1237754344079,0,-6.16249868788094,2189.50089184071,2181.28609653355,50906.148816212,4442.3852925482,335.49058753427,107.327033210696,80.0904759068466,51.9476570496727,2219.64431276229
58926.631131298,54819.0021801949,0,0,0,49913.956160046,4506.3374856231,398.708534522572,103.164570216882,109.945140768139,71.9878354128652,0,-6.19649802701585,2155.25767781762,2147.17135973284,50116.4711942445,4372.14719713808,330.383788809902,107.892979585375,78.8241736575395,51.1263180050106,2184.92966361966
-8741.01560359844,0,196.011096405017,0,0,5567.24703004781,-5972.24703004972,404.999999999976,133.738822811261,-145.710245296938,-95.4054456897231,0,160.522982489488,2597.76593969509,2588.01937346596,5542.06968881237,-5891.22076917652,349.15108036133,140.800984006863,-106.211110474159,-68.889818412289,2633.53005035076
-8812.47645853524,0,192.984575055063,0,0,5633.97125036063,-6032.6797848802,398.708534522572,131.969976075459,-147.184677196021,-96.3708467991888,0,157.958698253949,2554.87385980339,2545.28822050387,5608.78161262642,-5952.31919469127,343.537582059739,138.772730893662,-107.312636265909,-69.6042814419295,2590.04746418324
0,0,0,-17707.9809194538,-17650.8078043716,0,0,0,2.07938241788618e-08,0,0,-18235.0554214933,0,-7524.79467731729,-7496.56237641549,0,0,2.61228946970625e-11,-1.36100281371696e-07,0,0,-7628.39045759566
0,6700.70131834965,187.254915915176,0,0,10522.8758506642,-4227.17453219481,404.999999999976,132.882559771573,-103.134152840617,-67.5282633526498,0,153.447018001769,2568.63537092546,2558.99809976888,10516.7688307822,-4164.75700838791,348.689495961504,140.122643276635,-75.085196098968,-48.7011716723208,2603.99843356229
0,6731.02185959351,184.520175495737,0,0,10583.289706741,-4250.9763815509,398.708534522572,131.319923932939,-103.714867819545,-67.9084931111717,0,151.130634769955,2526.24824420585,2516.77000544457,10576.9051443658,-4188.98516359935,343.101878828388,138.312359975569,-75.5219984818005,-48.9844870119343,2561.02775238699
0,0,0,-17021.3205469226,-16966.3644272542,0,0,0,1.23404554548923e-07,0,0,-17527.9567406322,0,-7240.95071794629,-7213.78337209026,0,0,0,5.87765130683906e-09,0,0,-7340.63874556057
0,0,0,-27414.78433515,-27326.2712162969,0,0,0,-5.27682472880663e-09,0,0,-28230.7798948743,0,-11822.6581272898,-11778.3006589421,0,0,0,-3.00413289016219e-08,0,0,-11985.4236971415
59856.4704333472,55684.024696294,0,0,0,50701.5789592361,4577.44573705387,404.999999999976,102.603400512164,111.680032293298,73.1237754344079,0,-6.16249868788094,2189.50089184071,2181.28609653355,50906.148816212,4442.3852925482,335.49058753427,107.327033210696,80.0904759068466,51.9476570496727,2219.64431276229
58926.631131298,54819.0021801949,0,0,0,49913.956160046,4506.3374856231,398.708534522572,103.164570216882,109.945140768139,71.9878354128652,0,-6.19649802701585,2155.25767781762,2147.17135973284,50116.4711942445,4372.14719713808,330.383788809902,107.892979585375,78.8241736575395,51.1263180050106,2184.92966361966
-8741.01560359844,0,196.011096405017,0,0,5567.24703004781,-5972.24703004972,404.999999999976,133.738822811261,-145.710245296938,-95.4054456897231,0,160.522982489488,2597.76593969509,2588.01937346596,5542.06968881237,-5891.22076917652,349.15108036133,140.800984006863,-106.211110474159,-68.889818412289,2633.53005035076
-8812.47645853524,0,192.984575055063,0,0,5633.97125036063,-6032.6797848802,398.708534522572,131.969976075459,-147.184677196021,-96.3708467991888,0,157.958698253949,2554.87385980339,2545.28822050387,5608.78161262642,-5952.31919469127,343.537582059739,138.772730893662,-107.312636265909,-69.6042814419295,2590.04746418324
0,0,0,-17707.9809194538,-17650.8078043716,0,0,0,2.07938241788618e-08,0,0,-18235.0554214933,0,-7524.79467731729,-7496.56237641549,0,0,2.61228946970625e-11,-1.36100281371696e-07,0,0,-7628.39045759566
0,6700.70131834965,187.254915915176,0,0,10522.8758506642,-4227.17453219481,404.999999999976,132.882559771573,-103.134152840617,-67.5282633526498,0,153.447018001769,2568.63537092546,2558.99809976888,10516.7688307822,-4164.75700838791,348.689495961504,140.122643276635,-75.085196098968,-48.7011716723208,2603.99843356229
0,6731.02185959351,184.520175495737,0,0,10583.289706741,-4250.9763815509,398.708534522572,131.319923932939,-103.714867819545,-67.9084931111717,0,151.130634769955,2526.24824420585,2516.77000544457,10576.9051443658,-4188.98516359935,343.101878828388,138.312359975569,-75.5219984818005,-48.9844870119343,2561.02775238699
0,0,0,-17021.3205469226,-16966.3644272542,0,0,0,1.23404554548923e-07,0,0,-17527.9567406322,0,-7240.95071794629,-7213.78337209026,0,0,0,5.87765130683906e-09,0,0,-7340.63874556057
0,0,0,-27414.78433515,-27326.2712162969,0,0,0,-5.27682472880663e-09,0,0,-28230.7798948743,0,-11822.6581272898,-11778.3006589421,0,0,0,-3.00413289016219e-08,0,0,-11985.4236971415
86611.703245975,78383.3105312075,0,0,0,69344.9178164522,8633.39271476265,404.999999999976,74.6379188053602,210.636593543988,137.916713026431,0,-5.03177984456649,2171.99155154525,2163.84244958669,69564.1748353637,8488.97225763109,330.163438213388,76.5678142673084,153.045218570788,99.2669907050407,2201.89391688433
85266.2352437204,77165.6663529056,0,0,0,68267.6803930482,8499.2774253361,398.708534522572,75.2208540751929,207.364463033965,135.774248239361,0,-5.07220589530873,2137.49079639147,2129.47113792485,68484.9897600757,8355.57186325447,325.104729575104,77.1696746657427,150.640181553915,97.7070544363467,2166.91818097642
-8773.96833342412,0,268.123774046725,0,0,5599.12343477302,-6004.12343477534,404.999999999976,132.821894195925,-146.487962415525,-95.9146648470214,0,207.397382322763,2595.49363012301,2585.75558937935,5572.85211798711,-5921.68429358796,348.832175589172,139.859170992436,-106.760328519698,-69.2460479183849,2631.2264573099
-8845.51941026208,0,263.984670889486,0,0,5665.97402705076,-6064.6825615766,398.708534522572,131.05934647615,-147.965477524466,-96.8820847233271,0,204.084826664074,2552.6359163701,2543.05867361804,5639.69132390278,-5982.91493030324,343.223606401455,137.838004162351,-107.86423790884,-69.9620569782899,2587.77871040859
0,0,0,-12579.8673232563,-12539.2511623592,0,0,0,-2.78208828523716e-08,0,0,-12954.3045521697,0,-5296.83374736954,-5276.96054011236,0,0,0,8.6519027236671e-08,0,0,-5369.75661750711
0,6715.32404295677,256.21647599579,0,0,10552.2719096498,-4241.94786656993,404.999999999976,132.03060119983,-103.494591075131,-67.7642643993745,0,198.312164323409,2566.16641202231,2556.5384041608,10545.3464828295,-4178.3969397575,348.374499888122,139.251615259367,-75.3311064653059,-48.8606721276544,2601.49548386788
0,6745.5309321143,252.476412108649,0,0,10612.4917269346,-4265.66932922449,398.708534522572,130.47476227432,-104.073344787916,-68.1432099965047,0,195.319819523986,2523.81597586544,2514.34686273868,10605.286557005,-4202.54748942488,342.791864529503,137.448803557927,-75.7665097202921,-49.143079975931,2558.5619983835
0,0,0,-11638.3873384958,-11600.8108998425,0,0,0,-1.53106285819483e-07,0,0,-11984.8016044064,0,-4911.51247565782,-4893.0849564963,0,0,0,-6.96697601570657e-08,0,0,-4979.13052891828
0,0,0,-27563.8833492986,-27474.888839872,0,0,0,-8.26267159268087e-08,0,0,-28384.3168112897,0,-11878.8507743793,-11834.2824766616,0,0,0,4.86774019785063e-07,0,0,-12042.3899628301
86611.703245975,78383.3105312075,0,0,0,69344.9178164522,8633.39271476265,404.999999999976,74.6379188053602,210.636593543988,137.916713026431,0,-5.03177984456649,2171.99155154525,2163.84244958669,69564.1748353637,8488.97225763109,330.163438213388,76.5678142673084,153.045218570788,99.2669907050407,2201.89391688433
